name,isPartyConstant,partyCount,partyChanger,num,isFemale,isIndependent,isAkjol,isSDPK,isCommunist,isAtameken,isAtajurt,isRepublic,isArnamys,isAlga,isAdilet,isOther,isDvijAtajurt,isBirbol,isKyrgyzstan,isOnuguu,isRepAtajurt,allParties,sozyv,party,sozyvMisser,idname
Джакупова Чолпон Идиновна,0,1,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,,,Bir Bol",6,Bir Bol,,120
Джангарачева Мира Камилевна,0,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,121
Джеенбеков Сатывалды Амиражанович,0,1,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,122
Джетигенов Бакытбек Дженишбекович,0,2,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ar-Namys,SDPK",5,Ar-Namys,1.0,123
Джетигенов Бакытбек Дженишбекович,0,2,1,140,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ar-Namys,SDPK",6,SDPK,1.0,123
Джолдошев Кубанычбек Ниязович,0,2,0,56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,Ak Jol,,",2,Independent,2.0,124
Джолдошев Кубанычбек Ниязович,0,2,0,66,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,Ak Jol,,",4,Ak Jol,2.0,124
Джолдошова Жылдызкан Айтибаевна,0,1,0,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ata-Jurt,",5,Ata-Jurt,,125
Джумабеков Дастанбек Артисбекович,0,2,1,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,",,,,Ata-Jurt,Kyrgyzstan",5,Ata-Jurt,1.0,126
Джумабеков Дастанбек Артисбекович,0,2,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,",,,,Ata-Jurt,Kyrgyzstan",6,Kyrgyzstan,1.0,126
Джумалиева Эльмира Бусурманкуловна,0,1,0,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,",,,,Republic,",5,Republic,,127
Джунусов Ибрагим Коджоназарович,0,2,1,65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,Ata-Jurt,",4,Ak Jol,1.0,128
Джунусов Ибрагим Коджоназарович,0,2,1,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,Ata-Jurt,",5,Ata-Jurt,1.0,128
Джураев Мурат Каттабекович,0,2,0,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Independent,SDPK,,",3,Independent,1.0,129
Джураев Мурат Каттабекович,0,2,0,103,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Independent,SDPK,,",4,SDPK,1.0,129
Джураев Сайдолимжон Маруфович,0,1,0,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,130
Джээнбеков Жусупжан Амражанович,0,1,0,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,,",4,SDPK,,131
Диль Валерий Исидорович,0,2,0,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,,,",1,Independent,1.0,132
Диль Валерий Исидорович,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,,,",2,Independent,1.0,132
Домшенко Олег Леонидович,0,1,0,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,SDPK,",5,SDPK,,133
Донобаев Орозалы Дуйшонович,0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,134
Досалиев Акуналы Атамурзаевич,0,1,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ata Meken,",5,Ata Meken,,135
Дуйшеев Орозбек Дуйшеевич,0,1,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,136
Дунларов Шабар Манеевич,0,1,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,137
Дюшалиев Абдыбек Кашымбекович,0,1,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,138
Жакыпов Жолдошбек Сейталиевич,0,1,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,139
Жалилов Имамберди,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,140
Жамалдинов Зиядин Исламович,0,3,1,59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,Independent,Ak Jol,,Onuguu-progress",3,Independent,2.0,141
Жамалдинов Зиядин Исламович,0,3,1,63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,Independent,Ak Jol,,Onuguu-progress",4,Ak Jol,2.0,141
Жамалдинов Зиядин Исламович,0,3,1,64,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,Independent,Ak Jol,,Onuguu-progress",6,Onuguu-progress,2.0,141
Жамангулов Акылбек Жекшенович,0,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,142
Жамгырчиева Гульнара Оморовна,0,1,0,109,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,SDPK,",5,SDPK,,143
Жапаров Акылбек Усенбекович,0,3,1,57,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,",Independent,,,Ar-Namys,Bir Bol",2,Independent,3.0,144
Жапаров Акылбек Усенбекович,0,3,1,19,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,",Independent,,,Ar-Namys,Bir Bol",5,Ar-Namys,3.0,144
Жапаров Акылбек Усенбекович,0,3,1,21,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,",Independent,,,Ar-Namys,Bir Bol",6,Bir Bol,3.0,144
Жапаров Садыр Нургожоевич,0,2,0,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Independent,,Ata-Jurt,",3,Independent,2.0,145
Жапаров Садыр Нургожоевич,0,2,0,55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Independent,,Ata-Jurt,",5,Ata-Jurt,2.0,145
Жеенчороев Мирлан Канатбекович,0,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,146
Жекшеев Жыпар,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,147
Жолдошбаев Камчыбек Жолдошбаевич,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,",,Adilet,,,Onuguu-progress",3,Adilet,3.0,148
Жолдошбаев Камчыбек Жолдошбаевич,0,2,1,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,",,Adilet,,,Onuguu-progress",6,Onuguu-progress,3.0,148
Жолчиев Бакир Дыйканович,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,149
Жоошбеков Заирбек Сулайманович,0,1,0,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,SDPK,",5,SDPK,,150
Жоробеков Жолборс,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,151
Жоробеков Тариел Улукбекович,0,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,152
Жумабекова Турдукан Абдыкарыевна,0,1,0,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,153
Жумалиев Кубанычбек Мырзабекович,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,",,,,,Bir Bol",6,Bir Bol,,154
Жунус уулу Адыл,0,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,155
Жунус уулу Алтынбек,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,,,Onuguu-progress",6,Onuguu-progress,,156
Журавлев Олег Владимирович,0,1,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,",,Alga Kyrgyzstan,,,",3,Alga Kyrgyzstan,,157
Жураев Бурибай Жураевич,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,,,",1,Independent,1.0,158
Жураев Бурибай Жураевич,0,2,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,,,",2,Independent,1.0,158
Жутанов Алмаз Токтоназарович,0,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,,,Onuguu-progress",6,Onuguu-progress,,159
Жылкыбаев Узарбек Казиевич,0,1,0,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,160
Жээнбеков Асылбек Шарипович,1,3,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,SDPK,SDPK",4,SDPK,1.0,161
Жээнбеков Асылбек Шарипович,1,3,0,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,SDPK,SDPK",5,SDPK,1.0,161
Жээнбеков Асылбек Шарипович,1,3,0,141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,SDPK,SDPK",6,SDPK,1.0,161
Жээнбеков Равшан Бабырбекович,0,1,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ata Meken,",5,Ata Meken,,162
Жээнбеков Сооронбай Шарипович,0,2,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,,,",1,Independent,1.0,163
Жээнбеков Сооронбай Шарипович,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,,,",2,Independent,1.0,163
Заиров Маматоктор Садырбаевич,0,1,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,164
Зулпукаров Торобай Закирович,1,2,0,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,SDPK,SDPK",5,SDPK,1.0,165
Зулпукаров Торобай Закирович,1,2,0,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,SDPK,SDPK",6,SDPK,1.0,165
Зулушев Курманкул Токторалыевич,0,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,166
Ибрагимов Сергей Мухамедович,0,1,0,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,167
Ибраев Саматбек Кулукеевич,0,1,0,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,168
Ибраимжанов Болотбек Сапарбаевич,0,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,169
Ибраимов Абыт,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,170
Ибраимов Жумабек Ибраимович,0,1,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,171
Ибраимова Эльмира Султановна,0,1,0,79,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,172
Идинов Кубанычбек,0,1,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,173
Измаилов Аскар Бекматович,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,174
Измалкова Алла Николаевна,0,1,0,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,SDPK,",5,SDPK,,175
Икрамов Тазабек Икрамович,0,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,",,,,,Onuguu-progress",6,Onuguu-progress,,176
Иманалиев Бактыбек Тыбынович,0,1,0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,177
Иманалиев Жусуп Умарович,0,2,0,34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Independent,,Ata-Jurt,",3,Independent,2.0,178
Иманалиев Жусуп Умарович,0,2,0,48,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Independent,,Ata-Jurt,",5,Ata-Jurt,2.0,178
Иманалиев Каныбек Капашович,0,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,",Independent,Independent,,Ar-Namys,Ata Meken",2,Independent,2.0,179
Иманалиев Каныбек Капашович,0,4,1,48,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,",Independent,Independent,,Ar-Namys,Ata Meken",3,Independent,2.0,179
Иманалиев Каныбек Капашович,0,4,1,20,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,",Independent,Independent,,Ar-Namys,Ata Meken",5,Ar-Namys,2.0,179
Иманалиев Каныбек Капашович,0,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,",Independent,Independent,,Ar-Namys,Ata Meken",6,Ata Meken,2.0,179
Иманалиева Айнура Касымбековна,0,1,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,180
Иманалиева Эльмира Сансызбаевна,0,1,0,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ata-Jurt,",5,Ata-Jurt,,181
Иманкулов Бактыбек Абдыкулович,0,1,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,182
Иминов Фархат Ажмуханбетович,0,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,183
Ирсалиев Рахатбек Молдобекович,0,2,0,49,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Independent,SDPK,,",3,Independent,1.0,184
Ирсалиев Рахатбек Молдобекович,0,2,0,104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Independent,SDPK,,",4,SDPK,1.0,184
Исабеков Кубанычбек Сатиндиевич,0,2,1,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,",,other,Ak Jol,,",3,other,1.0,185
Исабеков Кубанычбек Сатиндиевич,0,2,1,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,",,other,Ak Jol,,",4,Ak Jol,1.0,185
Исаев Жаныбек Базаркулович,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Kyrgyzstan",6,Kyrgyzstan,,186
Исаев Жусупали Калматович,0,1,0,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,SDPK,",5,SDPK,,187
Исаев Канатбек Кедейканович,0,2,1,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,",,,,Republic,Kyrgyzstan",5,Republic,1.0,188
Исаев Канатбек Кедейканович,0,2,1,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,",,,,Republic,Kyrgyzstan",6,Kyrgyzstan,1.0,188
Исаев Кыдык Шайдинович,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,189
Исаев Тилектеш Каримович,0,1,0,143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,190
Исаева Динара Шертаевна,0,3,1,58,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,",,,Ak Jol,Ata-Jurt,Republic - Ata Jurt",4,Ak Jol,1.0,191
Исаева Динара Шертаевна,0,3,1,68,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,",,,Ak Jol,Ata-Jurt,Republic - Ata Jurt",5,Ata-Jurt,1.0,191
Исаева Динара Шертаевна,0,3,1,75,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,",,,Ak Jol,Ata-Jurt,Republic - Ata Jurt",6,Republic - Ata Jurt,1.0,191
Исаков Исмаил Исакович,0,2,0,64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,SDPK,",2,Independent,3.0,192
Исаков Исмаил Исакович,0,2,0,115,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,SDPK,",5,SDPK,3.0,192
Исаков Музаффар Ахматходжаевич,0,1,0,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,193
Исаков Эсенгул,0,1,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ar-Namys,",5,Ar-Namys,,194
Исакунова Таалайкул Базаркуловна,0,1,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Kyrgyzstan",6,Kyrgyzstan,,195
Исанова Мария Насирдиновна,0,1,0,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,196
Исмаилов Есен Жумазович,0,1,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,197
Исмаилова Аида Жекшенбаевна,0,1,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,198
Кабаев Акбаралы Саринжиевич,0,1,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,199
Кадыралиев Санжарбек Кармышакович,0,1,0,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,200
Кадыралиева Ыргал Кармышаковна,0,1,0,96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,SDPK,",5,SDPK,,201
Кадырбеков Адылбек,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,202
Кадырбеков Ишенбай Дюшенбиевич,0,2,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,,,",1,Independent,1.0,203
Кадырбеков Ишенбай Дюшенбиевич,0,2,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,,,",2,Independent,1.0,203
Кадыркулов Искендер Анарбекович,0,1,0,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,204
Кадыров Бахтияр Сабиржанович,0,1,0,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,SDPK,",5,SDPK,,205
Кадыров Кубанычбек Бекбосунович,0,1,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,,",4,SDPK,,206
Казакбаев Жалгап Ийманбекович,0,1,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,207
Казакбаев Руслан Айтбаевич,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,208
Калмаматов Ажибай Айтиевич,0,1,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,209
Калмаматов Бактыбек,0,1,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,",,,,Ata Meken,",5,Ata Meken,,210
Калмаматов Жыргалбек Айтиевич,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Kyrgyzstan",6,Kyrgyzstan,,211
Калматов Анарбек Баратович,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,",,,,Ar-Namys,",5,Ar-Namys,,212
Калматов Тойгонбай Зикирович,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,213
Калмурзаев Марат Исмаилович,0,1,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,214
Кангельдиев Азамат Нурказыевич,0,1,0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,,,Ata-Jurt,",5,Ata-Jurt,,215
Каниметов Жангороз,0,3,0,56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,Ak Jol,,",1,Independent,2.0,216
Каниметов Жангороз,0,3,0,78,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,Ak Jol,,",2,Independent,2.0,216
Каниметов Жангороз,0,3,0,54,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,,Ak Jol,,",4,Ak Jol,2.0,216
Карабеков Кабай Джабаевич,0,3,0,79,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,Independent,Ak Jol,,",2,Independent,1.0,217
Карабеков Кабай Джабаевич,0,3,0,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,Independent,Ak Jol,,",3,Independent,1.0,217
Карабеков Кабай Джабаевич,0,3,0,53,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,Independent,Ak Jol,,",4,Ak Jol,1.0,217
Карамушкина Ирина Юрьевна,1,3,0,101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,SDPK,SDPK",4,SDPK,1.0,218
Карамушкина Ирина Юрьевна,1,3,0,113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,SDPK,SDPK",5,SDPK,1.0,218
Карамушкина Ирина Юрьевна,1,3,0,148,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,SDPK,SDPK",6,SDPK,1.0,218
Карашев Аалы Азимович,0,1,0,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,219
Каримов Алмазбек Ташполотович,0,1,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,220
Каримов Нодирбек Тохтосинович,0,1,0,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,221
Карпасов Александр Викторович,0,1,0,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,222
Касымалиева Аида Камчыбековна,0,1,0,134,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,223
Касымов Камбаралы Жолотаевич,0,1,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,224
Качкеев Рыспек Омоевич,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,,,,,",1,Independent,,225
Келдибаев Сагындык Аширалиевич,0,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,",,,,,Republic - Ata Jurt",6,Republic - Ata Jurt,,226
Келдибеков Ахматбек Келдибекович,0,2,0,51,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Independent,,Ata-Jurt,",3,Independent,2.0,227
Келдибеков Ахматбек Келдибекович,0,2,0,59,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,",,Independent,,Ata-Jurt,",5,Ata-Jurt,2.0,227
Кенжебаева Айнур Абдурасуловна,0,1,0,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,228
Керезбеков Канат Керезбекович,0,1,0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,,,SDPK",6,SDPK,,229
Керексизов Ташкул Джанузакович,0,1,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,Independent,,,",3,Independent,,230
Керимбеков Бакыт Макенович,0,1,0,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,231
Керимкулов Айдарбек Темирбекович,0,2,0,100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,",Independent,Alga Kyrgyzstan,,,",2,Independent,1.0,232
Керимкулов Айдарбек Темирбекович,0,2,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,",Independent,Alga Kyrgyzstan,,,",3,Alga Kyrgyzstan,1.0,232
Керимова Нурбюбю Сартовна,0,1,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,233
Кодуранова Асель Союзбековна,1,2,0,95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,,SDPK",4,SDPK,2.0,234
Кодуранова Асель Союзбековна,1,2,0,127,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,SDPK,,SDPK",6,SDPK,2.0,234
Кожомкулов Тулемуш Жапаркулович,0,1,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,235
Койчубаков Нурлан Кенешович,0,1,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,Ak Jol,,",4,Ak Jol,,236
Комиссарова Любовь Николаевна,0,1,0,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",Independent,,,,",2,Independent,,237
Конушбаев Тынчтыкбек Кадырбекович,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,",,,,,Kyrgyzstan",6,Kyrgyzstan,,238
Коркмазов Хаджимурат Зулкарнаевич,0,4,0,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,Independent,Communist party,,",1,Independent,1.0,239
Коркмазов Хаджимурат Зулкарнаевич,0,4,0,98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,Independent,Communist party,,",2,Independent,1.0,239
Коркмазов Хаджимурат Зулкарнаевич,0,4,0,55,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,Independent,Communist party,,",3,Independent,1.0,239
Коркмазов Хаджимурат Зулкарнаевич,0,4,0,86,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Independent,Independent,Independent,Communist party,,",4,Communist party,1.0,239
